,gender,age,zodiac_sign,profession,junior_programmer_salary,senior_programmer_salary
4874,Mujer,43,Cáncer,Maestro,28000.0,72000.0
4875,Hombre,34,Capricornio,Programador,63000.0,93000.0
4876,Hombre,49,Sagitario,Matemático,78000.0,89000.0
4877,Hombre,43,Virgo,Contador,66000.0,137000.0
4878,Hombre,32,Virgo,Ingeniero,86000.0,126000.0
4879,Hombre,36,Libra,Programador,75000.0,102000.0
4880,Mujer,36,Cáncer,Programador,26000.0,68000.0
4881,Prefiero no decirlo,32,Leo,Maestro,23000.0,50000.0
4882,Hombre,46,Libra,Programador,53000.0,157000.0
4883,Hombre,36,Virgo,Profesor,66000.0,154000.0
4884,Hombre,37,Acuario,Físico,100000.0,155000.0
4885,Hombre,34,Cáncer,Programador,79000.0,137000.0
4886,Prefiero no decirlo,40,Picis,Ingeniero,34000.0,105000.0
4887,Hombre,38,Aries,Ingeniero,60000.0,123000.0
4888,Hombre,40,Leo,Ingeniero,80000.0,145000.0
4889,Hombre,42,Escorpio,Programador,87000.0,164000.0
4890,Hombre,37,Capricornio,Contador,78000.0,111000.0
4891,Mujer,38,Virgo,Programador,59000.0,70000.0
4892,Hombre,35,Libra,Contador,72000.0,129000.0
4893,Mujer,27,Capricornio,Economista,22000.0,51000.0
4894,Hombre,39,Leo,Profesor,62000.0,176000.0
4895,Hombre,32,Capricornio,Programador,81000.0,150000.0
4896,Hombre,44,Sagitario,Ingeniero,54000.0,154000.0
4897,Hombre,40,Aries,Profesor,74000.0,218000.0
4898,Prefiero no decirlo,41,Sagitario,Matemático,29000.0,129000.0
4899,Mujer,38,Acuario,Profesor,22000.0,65000.0
4900,Hombre,33,Libra,Profesor,60000.0,130000.0
4901,Hombre,45,Libra,Profesor,85000.0,111000.0
4902,Mujer,41,Tauro,Contador,24000.0,77000.0
4903,Mujer,34,Leo,Ingeniero,14000.0,61000.0
4904,Hombre,45,Leo,Profesor,62000.0,110000.0
4905,Hombre,36,Acuario,Físico,100000.0,197000.0
4906,Hombre,44,Géminis,Ingeniero,66000.0,113000.0
4907,Mujer,43,Sagitario,Ingeniero,26000.0,54000.0
4908,Hombre,39,Tauro,Contador,106000.0,143000.0
4909,Hombre,45,Picis,Profesor,50000.0,154000.0
4910,Hombre,43,Virgo,Programador,65000.0,160000.0
4911,Hombre,30,Cáncer,Estudiante,61000.0,140000.0
4912,Mujer,44,Sagitario,Programador,19000.0,104000.0
4913,Hombre,51,Picis,Profesor,98000.0,135000.0
4914,Hombre,44,Cáncer,Programador,44000.0,121000.0
4915,Mujer,40,Aries,Ingeniero,26000.0,127000.0
4916,Mujer,40,Escorpio,Programador,22000.0,64000.0
4917,Otro,36,Cáncer,Ingeniero,27000.0,78000.0
4918,Mujer,37,Picis,Matemático,28000.0,119000.0
4919,Hombre,39,Capricornio,Ingeniero,92000.0,165000.0
4920,Mujer,37,Leo,Profesor,24000.0,61000.0
4921,Hombre,40,Virgo,Programador,76000.0,160000.0
4922,Mujer,50,Capricornio,Profesor,32000.0,73000.0
4923,Hombre,35,Acuario,Profesor,67000.0,114000.0
4924,Mujer,45,Géminis,Contador,17000.0,58000.0
4925,Hombre,39,Escorpio,Contador,77000.0,114000.0
4926,Hombre,39,Virgo,Programador,79000.0,175000.0
4927,Hombre,39,Picis,Ingeniero,60000.0,108000.0
4928,Otro,48,Acuario,Ingeniero,28000.0,78000.0
4929,Hombre,38,Acuario,Profesor,63000.0,115000.0
4930,Hombre,45,Picis,Matemático,79000.0,185000.0
4931,Mujer,46,Escorpio,Programador,35000.0,96000.0
4932,Hombre,34,Leo,Programador,79000.0,120000.0
4933,Hombre,41,Aries,Programador,83000.0,140000.0
4934,Mujer,41,Tauro,Contador,22000.0,68000.0
4935,Mujer,41,Sagitario,Economista,22000.0,114000.0
4936,Mujer,36,Tauro,Profesor,25000.0,123000.0
4937,Hombre,41,Virgo,Programador,74000.0,118000.0
4938,Mujer,39,Capricornio,Físico,27000.0,76000.0
4939,Mujer,34,Aries,Programador,27000.0,120000.0
4940,Hombre,36,Acuario,Físico,42000.0,110000.0
4941,Hombre,36,Leo,Ingeniero,83000.0,206000.0
4942,Hombre,42,Escorpio,Ingeniero,45000.0,174000.0
4943,Hombre,48,Tauro,Programador,75000.0,142000.0
4944,Mujer,39,Sagitario,Ingeniero,43000.0,64000.0
4945,Hombre,33,Aries,Profesor,75000.0,200000.0
4946,Hombre,36,Tauro,Programador,69000.0,123000.0
4947,Hombre,39,Picis,Maestro,69000.0,210000.0
4948,Prefiero no decirlo,36,Tauro,Contador,28000.0,61000.0
4949,Hombre,41,Cáncer,Profesor,68000.0,167000.0
4950,Mujer,38,Virgo,Profesor,28000.0,52000.0
4951,Hombre,34,Sagitario,Contador,69000.0,91000.0
4952,Mujer,46,Picis,Programador,19000.0,75000.0
4953,Hombre,43,Libra,Profesor,81000.0,109000.0
4954,Mujer,39,Sagitario,Programador,28000.0,86000.0
4955,Mujer,40,Aries,Economista,34000.0,62000.0
4956,Mujer,40,Capricornio,Programador,22000.0,89000.0
4957,Mujer,41,Acuario,Economista,41000.0,169000.0
4958,Hombre,34,Leo,Programador,64000.0,97000.0
4959,Hombre,46,Libra,Ingeniero,59000.0,98000.0
4960,Hombre,45,Capricornio,Físico,47000.0,105000.0
4961,Mujer,32,Capricornio,Programador,28000.0,56000.0
4962,Hombre,31,Tauro,Programador,105000.0,112000.0
4963,Hombre,45,Picis,Ingeniero,78000.0,113000.0
4964,Mujer,38,Picis,Ingeniero,22000.0,77000.0
4965,Mujer,39,Libra,Programador,40000.0,72000.0
4966,Mujer,40,Sagitario,Matemático,35000.0,106000.0
4967,Hombre,43,Géminis,Programador,74000.0,167000.0
4968,Mujer,54,Sagitario,Programador,31000.0,58000.0
4969,Mujer,40,Cáncer,Matemático,31000.0,107000.0
4970,Hombre,37,Géminis,Programador,82000.0,158000.0
4971,Hombre,37,Aries,Programador,58000.0,190000.0
4972,Hombre,39,Picis,Programador,55000.0,111000.0
4973,Hombre,36,Aries,Maestro,75000.0,167000.0
4974,Mujer,40,Escorpio,Programador,22000.0,84000.0
4975,Hombre,39,Leo,Profesor,97000.0,108000.0
4976,Hombre,37,Virgo,Programador,60000.0,149000.0
4977,Hombre,36,Escorpio,Economista,74000.0,108000.0
4978,Hombre,40,Capricornio,Ingeniero,56000.0,175000.0
4979,Hombre,37,Picis,Programador,78000.0,112000.0
4980,Hombre,30,Tauro,Ingeniero,70000.0,175000.0
4981,Hombre,37,Aries,Profesor,74000.0,126000.0
4982,Mujer,39,Escorpio,Físico,30000.0,82000.0
4983,Hombre,33,Picis,Programador,57000.0,126000.0
4984,Hombre,44,Cáncer,Programador,65000.0,88000.0
4985,Hombre,44,Leo,Ingeniero,78000.0,110000.0
4986,Hombre,43,Sagitario,Ingeniero,82000.0,106000.0
4987,Hombre,40,Virgo,Ingeniero,62000.0,197000.0
4988,Mujer,44,Géminis,Programador,29000.0,74000.0
4989,Mujer,38,Picis,Maestro,22000.0,69000.0
4990,Mujer,34,Acuario,Programador,38000.0,108000.0
4991,Mujer,44,Aries,Economista,25000.0,79000.0
4992,Mujer,45,Picis,Físico,22000.0,74000.0
4993,Mujer,33,Leo,Programador,22000.0,66000.0
4994,Hombre,38,Tauro,Ingeniero,58000.0,134000.0
4995,Mujer,40,Libra,Programador,24000.0,82000.0
4996,Mujer,48,Cáncer,Economista,39000.0,118000.0
4997,Mujer,45,Aries,Estudiante,29000.0,61000.0
4998,Hombre,43,Acuario,Programador,76000.0,122000.0
4999,Otro,36,Capricornio,Profesor,26000.0,131000.0
5000,Hombre,39,Picis,Programador,70000.0,80000.0
5001,Mujer,39,Cáncer,Economista,48000.0,89000.0
5002,Mujer,37,Géminis,Ingeniero,27000.0,30000.0
5003,Hombre,36,Libra,Estudiante,95000.0,117000.0
5004,Mujer,49,Tauro,Economista,32000.0,79000.0
5005,Hombre,38,Leo,Contador,52000.0,75000.0
5006,Mujer,43,Sagitario,Programador,31000.0,102000.0
5007,Mujer,41,Capricornio,Economista,17000.0,62000.0
5008,Mujer,40,Libra,Profesor,33000.0,103000.0
5009,Mujer,35,Libra,Profesor,23000.0,132000.0
5010,Hombre,46,Capricornio,Profesor,69000.0,183000.0
5011,Hombre,39,Picis,Ingeniero,61000.0,184000.0
5012,Hombre,43,Cáncer,Programador,66000.0,90000.0
5013,Mujer,45,Géminis,Ingeniero,43000.0,65000.0
5014,Mujer,37,Escorpio,Profesor,35000.0,82000.0
5015,Hombre,44,Virgo,Ingeniero,68000.0,91000.0
5016,Hombre,41,Escorpio,Matemático,58000.0,155000.0
5017,Hombre,43,Libra,Ingeniero,61000.0,156000.0
5018,Hombre,44,Tauro,Programador,60000.0,95000.0
5019,Hombre,56,Leo,Ingeniero,88000.0,111000.0
5020,Hombre,37,Capricornio,Ingeniero,51000.0,81000.0
5021,Hombre,28,Capricornio,Programador,92000.0,105000.0
5022,Mujer,46,Virgo,Programador,32000.0,70000.0
5023,Mujer,39,Virgo,Programador,33000.0,128000.0
5024,Mujer,42,Acuario,Programador,20000.0,81000.0
5025,Hombre,33,Sagitario,Ingeniero,71000.0,159000.0
5026,Mujer,53,Libra,Matemático,24000.0,66000.0
5027,Mujer,46,Tauro,Contador,46000.0,60000.0
5028,Hombre,50,Acuario,Programador,73000.0,145000.0
5029,Hombre,33,Leo,Programador,82000.0,184000.0
5030,Hombre,33,Virgo,Programador,67000.0,135000.0
5031,Hombre,48,Escorpio,Programador,75000.0,108000.0
5032,Hombre,29,Cáncer,Programador,71000.0,103000.0
5033,Hombre,41,Libra,Programador,57000.0,104000.0
5034,Hombre,43,Géminis,Programador,81000.0,145000.0
5035,Mujer,35,Tauro,Profesor,23000.0,66000.0
5036,Hombre,39,Libra,Contador,61000.0,108000.0
5037,Hombre,48,Capricornio,Contador,66000.0,137000.0
5038,Mujer,36,Picis,Profesor,21000.0,82000.0
5039,Hombre,44,Cáncer,Programador,85000.0,194000.0
5040,Mujer,50,Cáncer,Programador,25000.0,68000.0
5041,Hombre,44,Aries,Físico,58000.0,109000.0
5042,Mujer,42,Leo,Estudiante,23000.0,122000.0
5043,Mujer,44,Aries,Profesor,23000.0,38000.0
5044,Mujer,38,Cáncer,Programador,27000.0,96000.0
5045,Hombre,44,Leo,Programador,78000.0,166000.0
5046,Hombre,38,Capricornio,Profesor,81000.0,123000.0
5047,Mujer,42,Cáncer,Ingeniero,20000.0,52000.0
5048,Mujer,48,Virgo,Ingeniero,25000.0,88000.0
5049,Hombre,41,Sagitario,Profesor,81000.0,148000.0
5050,Mujer,33,Escorpio,Profesor,25000.0,109000.0
5051,Hombre,49,Cáncer,Ingeniero,61000.0,171000.0
5052,Hombre,39,Aries,Programador,50000.0,149000.0
5053,Hombre,39,Picis,Programador,91000.0,120000.0
5054,Hombre,36,Sagitario,Ingeniero,65000.0,96000.0
5055,Hombre,32,Tauro,Estudiante,50000.0,66000.0
5056,Hombre,41,Tauro,Programador,65000.0,129000.0
5057,Hombre,36,Cáncer,Estudiante,61000.0,166000.0
5058,Hombre,36,Libra,Ingeniero,61000.0,161000.0
5059,Hombre,26,Tauro,Físico,72000.0,77000.0
5060,Hombre,39,Virgo,Profesor,66000.0,118000.0
5061,Mujer,35,Cáncer,Programador,22000.0,113000.0
5062,Hombre,45,Escorpio,Profesor,63000.0,114000.0
5063,Hombre,38,Tauro,Ingeniero,56000.0,138000.0
5064,Hombre,46,Sagitario,Ingeniero,58000.0,129000.0
5065,Hombre,33,Leo,Programador,57000.0,108000.0
5066,Mujer,36,Aries,Programador,22000.0,57000.0
5067,Mujer,39,Escorpio,Ingeniero,42000.0,49000.0
5068,Mujer,39,Picis,Economista,30000.0,132000.0
5069,Hombre,29,Sagitario,Estudiante,90000.0,102000.0
5070,Hombre,46,Picis,Profesor,47000.0,150000.0
5071,Mujer,37,Escorpio,Estudiante,28000.0,69000.0
5072,Mujer,30,Aries,Profesor,28000.0,51000.0
5073,Hombre,37,Sagitario,Programador,93000.0,138000.0
5074,Hombre,46,Virgo,Contador,82000.0,139000.0
5075,Hombre,29,Picis,Programador,84000.0,174000.0
5076,Hombre,45,Virgo,Ingeniero,72000.0,86000.0
5077,Mujer,41,Capricornio,Economista,20000.0,78000.0
5078,Hombre,39,Cáncer,Programador,68000.0,113000.0
5079,Mujer,38,Acuario,Profesor,36000.0,70000.0
5080,Mujer,42,Picis,Matemático,20000.0,61000.0
5081,Prefiero no decirlo,42,Libra,Programador,30000.0,88000.0
5082,Hombre,44,Escorpio,Programador,75000.0,119000.0
5083,Hombre,35,Tauro,Ingeniero,67000.0,122000.0
5084,Hombre,38,Libra,Programador,63000.0,146000.0
5085,Prefiero no decirlo,42,Géminis,Programador,23000.0,86000.0
5086,Mujer,45,Picis,Ingeniero,17000.0,90000.0
5087,Hombre,47,Acuario,Programador,79000.0,200000.0
5088,Mujer,40,Picis,Ingeniero,39000.0,81000.0
5089,Hombre,55,Cáncer,Ingeniero,68000.0,145000.0
5090,Hombre,36,Cáncer,Profesor,108000.0,123000.0
5091,Prefiero no decirlo,43,Virgo,Profesor,38000.0,75000.0
5092,Mujer,41,Libra,Profesor,27000.0,57000.0
5093,Mujer,37,Cáncer,Programador,31000.0,66000.0
5094,Hombre,46,Escorpio,Ingeniero,72000.0,132000.0
5095,Hombre,44,Libra,Programador,73000.0,142000.0
5096,Hombre,50,Capricornio,Profesor,63000.0,153000.0
5097,Hombre,29,Géminis,Profesor,97000.0,144000.0
5098,Hombre,39,Géminis,Programador,65000.0,164000.0
5099,Hombre,38,Leo,Ingeniero,62000.0,70000.0
5100,Hombre,41,Picis,Contador,92000.0,89000.0
5101,Hombre,48,Géminis,Programador,65000.0,124000.0
5102,Hombre,41,Acuario,Programador,95000.0,123000.0
5103,Hombre,39,Capricornio,Estudiante,71000.0,154000.0
5104,Mujer,36,Leo,Matemático,37000.0,95000.0
5105,Mujer,32,Géminis,Ingeniero,29000.0,96000.0
5106,Mujer,32,Leo,Programador,26000.0,95000.0
5107,Hombre,46,Escorpio,Profesor,108000.0,174000.0
5108,Hombre,45,Virgo,Ingeniero,59000.0,115000.0
5109,Hombre,40,Escorpio,Maestro,80000.0,125000.0
5110,Hombre,27,Libra,Programador,62000.0,120000.0
5111,Mujer,42,Cáncer,Programador,17000.0,79000.0
5112,Hombre,31,Virgo,Ingeniero,131000.0,133000.0
5113,Hombre,43,Escorpio,Profesor,73000.0,131000.0
5114,Hombre,45,Aries,Estudiante,65000.0,151000.0
5115,Hombre,40,Libra,Profesor,72000.0,131000.0
5116,Hombre,45,Acuario,Profesor,96000.0,189000.0
5117,Mujer,35,Aries,Ingeniero,15000.0,105000.0
5118,Mujer,32,Aries,Ingeniero,19000.0,110000.0
5119,Mujer,35,Libra,Economista,21000.0,47000.0
5120,Mujer,36,Libra,Matemático,30000.0,50000.0
5121,Hombre,39,Capricornio,Programador,71000.0,122000.0
5122,Mujer,49,Picis,Programador,30000.0,196000.0
5123,Hombre,38,Cáncer,Economista,73000.0,143000.0
5124,Mujer,29,Aries,Programador,19000.0,99000.0
5125,Mujer,37,Cáncer,Programador,13000.0,75000.0
5126,Hombre,38,Libra,Profesor,79000.0,130000.0
5127,Mujer,40,Sagitario,Profesor,21000.0,57000.0
5128,Hombre,43,Acuario,Ingeniero,72000.0,143000.0
5129,Hombre,39,Picis,Contador,82000.0,112000.0
5130,Mujer,40,Sagitario,Profesor,26000.0,103000.0
5131,Hombre,36,Aries,Programador,72000.0,139000.0
5132,Hombre,33,Leo,Ingeniero,61000.0,119000.0
5133,Hombre,40,Cáncer,Profesor,51000.0,111000.0
5134,Hombre,39,Virgo,Programador,82000.0,161000.0
5135,Mujer,35,Aries,Programador,28000.0,58000.0
5136,Mujer,33,Sagitario,Ingeniero,52000.0,44000.0
5137,Hombre,53,Géminis,Ingeniero,77000.0,150000.0
5138,Hombre,44,Aries,Programador,54000.0,89000.0
5139,Hombre,40,Libra,Estudiante,62000.0,213000.0
5140,Mujer,37,Libra,Físico,29000.0,95000.0
5141,Hombre,48,Capricornio,Ingeniero,80000.0,96000.0
5142,Mujer,34,Capricornio,Ingeniero,29000.0,68000.0
5143,Mujer,40,Sagitario,Matemático,37000.0,93000.0
5144,Prefiero no decirlo,39,Capricornio,Estudiante,29000.0,58000.0
5145,Hombre,38,Géminis,Programador,97000.0,135000.0
5146,Mujer,35,Leo,Profesor,14000.0,47000.0
5147,Hombre,40,Libra,Economista,76000.0,123000.0
5148,Mujer,39,Sagitario,Programador,26000.0,69000.0
5149,Mujer,26,Libra,Ingeniero,30000.0,94000.0
5150,Hombre,36,Géminis,Economista,77000.0,186000.0
5151,Mujer,33,Sagitario,Estudiante,25000.0,53000.0
5152,Hombre,46,Picis,Programador,71000.0,139000.0
5153,Mujer,41,Leo,Ingeniero,40000.0,129000.0
5154,Mujer,45,Leo,Físico,32000.0,99000.0
5155,Prefiero no decirlo,38,Escorpio,Programador,37000.0,73000.0
5156,Mujer,45,Leo,Estudiante,59000.0,33000.0
5157,Mujer,43,Cáncer,Programador,22000.0,59000.0
5158,Mujer,32,Géminis,Programador,31000.0,91000.0
5159,Mujer,42,Sagitario,Ingeniero,36000.0,70000.0
5160,Mujer,42,Leo,Programador,28000.0,34000.0
5161,Hombre,36,Leo,Ingeniero,64000.0,148000.0
5162,Hombre,42,Sagitario,Programador,60000.0,195000.0
5163,Mujer,35,Virgo,Matemático,35000.0,86000.0
5164,Hombre,41,Virgo,Profesor,73000.0,80000.0
5165,Mujer,40,Leo,Programador,11000.0,40000.0
5166,Prefiero no decirlo,50,Libra,Programador,25000.0,104000.0
5167,Mujer,49,Acuario,Programador,44000.0,82000.0
5168,Hombre,36,Capricornio,Programador,102000.0,110000.0
5169,Hombre,44,Libra,Contador,72000.0,121000.0
5170,Hombre,49,Virgo,Estudiante,57000.0,119000.0
5171,Mujer,31,Cáncer,Ingeniero,27000.0,52000.0
5172,Hombre,39,Libra,Economista,70000.0,146000.0
5173,Mujer,36,Leo,Programador,39000.0,78000.0
5174,Hombre,37,Aries,Programador,84000.0,106000.0
5175,Mujer,38,Acuario,Profesor,30000.0,87000.0
5176,Hombre,44,Escorpio,Maestro,105000.0,116000.0
5177,Mujer,45,Escorpio,Físico,25000.0,53000.0
5178,Hombre,47,Géminis,Matemático,57000.0,129000.0
5179,Hombre,37,Aries,Ingeniero,79000.0,106000.0
5180,Mujer,43,Sagitario,Contador,20000.0,124000.0
5181,Mujer,38,Virgo,Maestro,28000.0,83000.0
5182,Hombre,41,Picis,Programador,82000.0,244000.0
5183,Hombre,26,Virgo,Ingeniero,57000.0,193000.0
5184,Hombre,41,Escorpio,Programador,67000.0,121000.0
5185,Hombre,37,Libra,Profesor,50000.0,170000.0
5186,Mujer,46,Leo,Profesor,15000.0,59000.0
5187,Mujer,45,Leo,Programador,31000.0,113000.0
5188,Otro,44,Géminis,Ingeniero,25000.0,65000.0
5189,Mujer,41,Cáncer,Matemático,24000.0,86000.0
5190,Hombre,41,Virgo,Programador,78000.0,158000.0
5191,Hombre,37,Escorpio,Programador,97000.0,93000.0
5192,Mujer,46,Aries,Ingeniero,31000.0,59000.0
5193,Hombre,46,Géminis,Físico,57000.0,138000.0
5194,Hombre,38,Capricornio,Ingeniero,67000.0,141000.0
5195,Mujer,43,Virgo,Ingeniero,28000.0,56000.0
5196,Hombre,36,Leo,Profesor,59000.0,182000.0
5197,Hombre,45,Virgo,Programador,72000.0,88000.0
5198,Hombre,45,Leo,Economista,94000.0,108000.0
5199,Mujer,38,Cáncer,Programador,31000.0,68000.0
5200,Hombre,52,Leo,Contador,56000.0,129000.0
5201,Mujer,39,Picis,Profesor,22000.0,31000.0
5202,Mujer,34,Sagitario,Profesor,28000.0,33000.0
5203,Mujer,47,Escorpio,Programador,26000.0,102000.0
5204,Hombre,41,Virgo,Programador,50000.0,106000.0
5205,Hombre,45,Escorpio,Ingeniero,96000.0,140000.0
5206,Mujer,45,Libra,Programador,29000.0,80000.0
5207,Hombre,44,Tauro,Ingeniero,80000.0,155000.0
5208,Mujer,32,Leo,Contador,27000.0,66000.0
5209,Hombre,38,Escorpio,Economista,62000.0,126000.0
5210,Mujer,35,Capricornio,Ingeniero,21000.0,90000.0
5211,Mujer,48,Tauro,Profesor,28000.0,47000.0
5212,Hombre,36,Leo,Profesor,62000.0,123000.0
5213,Hombre,49,Libra,Programador,52000.0,132000.0
5214,Hombre,43,Leo,Profesor,80000.0,178000.0
5215,Hombre,32,Virgo,Programador,70000.0,109000.0
5216,Hombre,41,Aries,Economista,63000.0,95000.0
5217,Mujer,37,Escorpio,Programador,41000.0,84000.0
5218,Mujer,38,Escorpio,Economista,23000.0,69000.0
5219,Hombre,42,Capricornio,Ingeniero,58000.0,132000.0
5220,Hombre,37,Géminis,Contador,65000.0,138000.0
5221,Hombre,32,Acuario,Contador,67000.0,104000.0
5222,Hombre,43,Leo,Programador,69000.0,159000.0
5223,Mujer,38,Sagitario,Programador,30000.0,111000.0
5224,Hombre,34,Virgo,Ingeniero,82000.0,145000.0
5225,Hombre,47,Tauro,Profesor,66000.0,167000.0
5226,Hombre,39,Escorpio,Contador,93000.0,105000.0
5227,Hombre,37,Acuario,Programador,74000.0,138000.0
5228,Hombre,41,Géminis,Programador,63000.0,135000.0
5229,Hombre,36,Picis,Maestro,70000.0,120000.0
5230,Hombre,43,Virgo,Programador,53000.0,127000.0
5231,Hombre,38,Sagitario,Físico,66000.0,103000.0
5232,Hombre,34,Picis,Programador,74000.0,108000.0
5233,Mujer,33,Escorpio,Ingeniero,19000.0,74000.0
5234,Prefiero no decirlo,38,Leo,Profesor,23000.0,94000.0
5235,Hombre,37,Cáncer,Profesor,78000.0,152000.0
5236,Hombre,43,Aries,Programador,45000.0,190000.0
5237,Mujer,40,Escorpio,Ingeniero,32000.0,56000.0
5238,Hombre,43,Capricornio,Matemático,96000.0,102000.0
5239,Hombre,38,Capricornio,Ingeniero,76000.0,108000.0
5240,Hombre,46,Leo,Profesor,91000.0,134000.0
5241,Hombre,40,Virgo,Estudiante,69000.0,147000.0
5242,Hombre,42,Virgo,Profesor,98000.0,129000.0
5243,Hombre,35,Cáncer,Programador,54000.0,149000.0
5244,Hombre,42,Leo,Contador,52000.0,150000.0
5245,Mujer,32,Cáncer,Programador,13000.0,67000.0
5246,Hombre,38,Libra,Programador,61000.0,101000.0
5247,Hombre,35,Libra,Programador,71000.0,161000.0
5248,Hombre,47,Acuario,Economista,82000.0,129000.0
5249,Hombre,38,Sagitario,Profesor,91000.0,152000.0
5250,Mujer,41,Leo,Programador,38000.0,90000.0
5251,Hombre,43,Capricornio,Economista,78000.0,123000.0
5252,Mujer,37,Escorpio,Ingeniero,24000.0,130000.0
5253,Mujer,30,Virgo,Ingeniero,21000.0,80000.0
5254,Hombre,45,Sagitario,Programador,74000.0,149000.0
5255,Hombre,31,Aries,Profesor,72000.0,87000.0
5256,Hombre,46,Cáncer,Programador,63000.0,106000.0
5257,Mujer,42,Géminis,Economista,29000.0,105000.0
5258,Hombre,37,Escorpio,Físico,72000.0,98000.0
5259,Hombre,37,Capricornio,Economista,47000.0,108000.0
5260,Hombre,35,Sagitario,Profesor,82000.0,123000.0
5261,Otro,40,Capricornio,Programador,37000.0,120000.0
5262,Hombre,37,Géminis,Ingeniero,57000.0,127000.0
5263,Mujer,43,Cáncer,Matemático,24000.0,131000.0
5264,Mujer,41,Sagitario,Ingeniero,34000.0,98000.0
5265,Hombre,36,Leo,Físico,109000.0,134000.0
5266,Prefiero no decirlo,36,Sagitario,Ingeniero,33000.0,104000.0
5267,Mujer,35,Aries,Programador,26000.0,82000.0
5268,Hombre,42,Leo,Ingeniero,42000.0,170000.0
5269,Hombre,53,Capricornio,Matemático,85000.0,96000.0
5270,Otro,40,Aries,Profesor,33000.0,88000.0
5271,Mujer,42,Virgo,Profesor,12000.0,89000.0
5272,Otro,38,Virgo,Programador,32000.0,129000.0
5273,Hombre,31,Leo,Físico,80000.0,102000.0
5274,Hombre,34,Sagitario,Programador,57000.0,105000.0
5275,Hombre,34,Cáncer,Profesor,88000.0,169000.0
5276,Mujer,44,Cáncer,Contador,18000.0,41000.0
5277,Prefiero no decirlo,44,Aries,Programador,29000.0,85000.0
5278,Prefiero no decirlo,42,Capricornio,Profesor,32000.0,81000.0
5279,Hombre,35,Acuario,Ingeniero,68000.0,153000.0
5280,Hombre,36,Picis,Estudiante,87000.0,102000.0
5281,Mujer,44,Capricornio,Ingeniero,19000.0,66000.0
5282,Hombre,45,Acuario,Programador,65000.0,137000.0
5283,Hombre,41,Libra,Físico,138000.0,79000.0
5284,Mujer,43,Capricornio,Programador,19000.0,75000.0
5285,Mujer,47,Aries,Programador,24000.0,54000.0
5286,Hombre,44,Libra,Profesor,48000.0,112000.0
5287,Hombre,48,Sagitario,Profesor,77000.0,138000.0
5288,Mujer,38,Leo,Ingeniero,27000.0,74000.0
5289,Hombre,37,Tauro,Programador,85000.0,109000.0
5290,Mujer,45,Capricornio,Ingeniero,28000.0,98000.0
5291,Hombre,39,Leo,Ingeniero,84000.0,149000.0
5292,Hombre,38,Leo,Ingeniero,61000.0,149000.0
5293,Hombre,51,Leo,Maestro,65000.0,169000.0
5294,Hombre,40,Acuario,Matemático,84000.0,122000.0
5295,Hombre,34,Picis,Ingeniero,60000.0,115000.0
5296,Hombre,38,Virgo,Ingeniero,49000.0,135000.0
5297,Hombre,35,Capricornio,Ingeniero,50000.0,96000.0
5298,Mujer,33,Escorpio,Profesor,37000.0,62000.0
5299,Hombre,38,Sagitario,Físico,52000.0,132000.0
5300,Hombre,38,Virgo,Programador,63000.0,131000.0
5301,Mujer,43,Capricornio,Físico,24000.0,68000.0
5302,Mujer,47,Libra,Ingeniero,54000.0,94000.0
5303,Hombre,36,Leo,Programador,60000.0,120000.0
5304,Hombre,31,Sagitario,Ingeniero,64000.0,141000.0
5305,Hombre,42,Tauro,Profesor,69000.0,109000.0
5306,Hombre,31,Tauro,Ingeniero,83000.0,215000.0
5307,Hombre,38,Capricornio,Programador,78000.0,128000.0
5308,Mujer,36,Libra,Físico,27000.0,110000.0
5309,Mujer,39,Géminis,Ingeniero,29000.0,77000.0
5310,Hombre,37,Libra,Maestro,62000.0,168000.0
5311,Mujer,40,Capricornio,Profesor,22000.0,90000.0
5312,Otro,42,Cáncer,Estudiante,39000.0,87000.0
5313,Mujer,33,Libra,Ingeniero,25000.0,60000.0
5314,Hombre,26,Virgo,Economista,93000.0,108000.0
5315,Mujer,41,Capricornio,Economista,28000.0,130000.0
5316,Hombre,42,Virgo,Profesor,51000.0,90000.0
5317,Hombre,38,Capricornio,Ingeniero,92000.0,89000.0
5318,Hombre,36,Leo,Programador,72000.0,136000.0
5319,Hombre,38,Cáncer,Programador,66000.0,159000.0
5320,Hombre,44,Cáncer,Ingeniero,70000.0,115000.0
5321,Mujer,50,Picis,Estudiante,28000.0,105000.0
5322,Otro,40,Leo,Programador,27000.0,76000.0
5323,Hombre,41,Libra,Ingeniero,55000.0,106000.0
5324,Mujer,45,Cáncer,Estudiante,33000.0,85000.0
5325,Hombre,37,Picis,Matemático,49000.0,168000.0
5326,Hombre,36,Cáncer,Programador,95000.0,226000.0
5327,Hombre,46,Picis,Programador,56000.0,154000.0
5328,Hombre,40,Géminis,Estudiante,77000.0,107000.0
5329,Mujer,32,Libra,Programador,35000.0,152000.0
5330,Hombre,39,Cáncer,Programador,56000.0,151000.0
5331,Hombre,33,Libra,Matemático,52000.0,136000.0
5332,Hombre,38,Picis,Ingeniero,78000.0,162000.0
5333,Hombre,41,Géminis,Ingeniero,77000.0,184000.0
5334,Hombre,41,Picis,Ingeniero,96000.0,136000.0
5335,Hombre,41,Picis,Maestro,74000.0,113000.0
5336,Hombre,37,Acuario,Ingeniero,95000.0,114000.0
